Reference Type,Author,Title,Year,Secondary Title,DOI,URL,Abstract,Keywords,Label
Conference Proceedings,Maouriyan N.; Krishna A.G.A.,AQUACHAIN-Water Supply-Chain management using Distributed Ledger Technology,2019,"2019 Proceedings of the 3rd International Conference on Computing and Communications Technologies, ICCCT 2019",10.1109/ICCCT2.2019.8824945,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072825753&doi=10.1109%2fICCCT2.2019.8824945&partnerID=40&md5=8fd66850f2e37ffe27517fb6d13d9151,"Water shortage is fast becoming one of the biggest crises of this century. The recent, exponential rise in adoption of the most disparate Internet of Things (IoT) devices and technologies has reached also Water supply chains, drumming up substantial research and innovation interest towards developing reliable, auditable and transparent traceability systems. Current IoT-based traceability and provenance systems for water supply chains are built on top of centralized infrastructures and this leaves room for unsolved issues and major concerns, including data integrity, tampering and single points of failure. Blockchains, the distributed ledger technology underpinning cryptocurrencies such as Bitcoin, represent a new and innovative technological approach to realizing decentralized trustless systems. This will also eliminate corruption due to unmaintained record of sources. Indeed, the inherent properties of this digital technology provide fault-tolerance, immutability, transparency and full traceability of the stored transaction records, as well as coherent digital representations of physical assets and autonomous transaction executions. This paper presents Aqua-chain, a fully decentralized, blockchain-based traceability solution for Water supply chain management, able to seamless integrate IoT devices producing and consuming digital data along the chain. To effectively assess Aqua-chain, first, we defined a classical use-case within the given vertical domain, namely from-supplier-to-buyer. Then, we developed and deployed such use-case, achieving traceability using blockchain implementation, Ethereum. Finally, we evaluated and compared the performance deployments, in terms of latency, CPU, and network usage, also highlighting its main pros and cons. © 2019 IEEE.",Blockchain; Distributed Ledger Technology(DLT); Economy; Government; Health; IoT; Water,Maouriyan:2019:1
Article,Maiti A.; Raza A.; Kang B.H.; Hardy L.,Estimating service quality in industrial internet-of-things monitoring applications with blockchain,2019,IEEE Access,10.1109/ACCESS.2019.2948269,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074640851&doi=10.1109%2fACCESS.2019.2948269&partnerID=40&md5=a9289b3441e559018e700d493284a410,"Internet of Things (IoT) plays a big role in automating information generation and consumption in industrial monitoring applications. Blockchain can allow this information to be stored in a manner that is both accessible and reliable for the IoT devices to work with. Blockchain has the capability to collect data from IoT devices and store it in a distributed manner that prevents tampering with the data. This paper discusses the use of blockchain to calculate the Service Quality (SQ) in an Industrial IoT for monitoring application. The proposed framework looks at the blockchain as a finite number of fragmented pieces of data corresponding to a specific industrial process. The SQ is expressed as penalties which is the difference between the expected IoT sensor values and the actual sensor data in reported events from the IoT devices. It also moderates the penalty between similar industrial processes based on each other. The moderation allows better understanding of the system functions and identification of specific problems rather than simply recording the sensor data for a single process. Furthermore, this paper analyzes private blockchains for suitability in IIoT and summarizes some key challenges for IoT to be used with blockchain in context of the proposed framework. The paper uses supply chain as a use case scenario for describing the proposed framework and presents results on its technical feasibility. © 2013 IEEE.",Blockchain; cyber-physical systems; internet of things; logistics; p2p network; smart contract,Maiti:2019:1
Conference Proceedings,Ali J.; Ali T.; Alsaawy Y.; Khalid A.S.; Musa S.,Blockchain-based smart-IoT trust zone measurement architecture,2019,ACM International Conference Proceeding Series,10.1145/3312614.3312646,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066796089&doi=10.1145%2f3312614.3312646&partnerID=40&md5=65a5f63b3a0b6b9d152cd4a20b7804d5,"With a rapid growth in the IT industry, Internet of Things (IoT) has gained a tremendous attention and become a central aspect of our environment. In IoT the things (devices) communicate and exchange the data without the act of human intervention. Such autonomy and proliferation of IoT ecosystem make the devices more vulnerable to attacks. In this paper, we propose a behavior monitor in IoTBlockchain setup which can provide trust-confidence to outside networks. Behavior monitor extracts the activity of each device and analyzes the behavior using deep auto-encoders. In addition, we also incorporate Trusted Execution Technology (Intel SGX) in order to provide a secure execution environment for applications and data on blockchain. Finally, in evaluation we analyze three IoT devices data that is infected by mirai attack. The evaluation results demonstrate the ability of our proposed method in terms of accuracy and time required for detection. © 2019 Association for Computing Machinery.",Behavior; Blockchain; Deep Learning; IoT; Security; Trust,Ali:2019:1
Article,Ding S.; Cao J.; Li C.; Fan K.; Li H.,A Novel Attribute-Based Access Control Scheme Using Blockchain for IoT,2019,IEEE Access,10.1109/ACCESS.2019.2905846,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065174375&doi=10.1109%2fACCESS.2019.2905846&partnerID=40&md5=eeb7774855a3ccccfa36268f7d928a52,"With the sharp increase in the number of intelligent devices, the Internet of Things (IoT) has gained more and more attention and rapid development in recent years. It effectively integrates the physical world with the Internet over existing network infrastructure to facilitate sharing data among intelligent devices. However, its complex and large-scale network structure brings new security risks and challenges to IoT systems. To ensure the security of data, traditional access control technologies are not suitable to be directly used for implementing access control in IoT systems because of their complicated access management and the lack of credibility due to centralization. In this paper, we proposed a novel attribute-based access control scheme for IoT systems, which simplifies greatly the access management. We use blockchain technology to record the distribution of attributes in order to avoid single point failure and data tampering. The access control process has also been optimized to meet the need for high efficiency and lightweight calculation for IoT devices. The security and performance analysis show that our scheme could effectively resist multiple attacks and be efficiently implemented in IoT systems. © 2013 IEEE.",Access control; attribute-based access control; blockchain; consortium blockchain; Internet of Things,Ding:2019:1
Article,Chanson M.; Bogner A.; Bilgeri D.; Fleisch E.; Wortmann F.,Blockchain for the IoT: Privacy-preserving protection of sensor data,2019,Journal of the Association for Information Systems,10.17705/1jais.00567,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073724986&doi=10.17705%2f1jais.00567&partnerID=40&md5=d8702772d8b5152408d35ca0c01fadc3,"An ever growing variety of smart, connected Internet of Things (IoT) devices poses completely new challenges for businesses regarding security and privacy. In fact, the adoption of smart products may depend on the ability of organizations to offer systems that ensure adequate sensor data integrity while guaranteeing sufficient user privacy. In light of these challenges, previous research indicates that blockchain technology could be a promising means to mitigate issues of data security arising in the IoT. Building upon the existing body of knowledge, we propose a design theory, including requirements, design principles, and features, for a blockchain-based sensor data protection system (SDPS) that leverages data certification. To support this, we designed and developed an instantiation of an SDPS (CertifiCar) in three iterative cycles intented to prevent the fraudulent manipulation of car mileage data. Following the explication of our SDPS, we provide an ex post evaluation of our design theory considering CertifiCar and two additional use cases in the areas of pharmaceutical supply chains and energy microgrids. Our results suggest that the proposed design ensures the tamper-resistant gathering, processing, and exchange of IoT sensor data in a privacy-preserving, scalable, and efficient manner. © 2019 by the Association for Information Systems.",Big data; Blockchain; Design science research; Design theory; Internet of things; Privacy; Security,Chanson:2019:1
Article,Bencic F.M.; Skocir P.; Zarko I.P.,"DL-Tags: DLT and Smart Tags for Decentralized, Privacy-Preserving, and Verifiable Supply Chain Management",2019,IEEE Access,10.1109/ACCESS.2019.2909170,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065968921&doi=10.1109%2fACCESS.2019.2909170&partnerID=40&md5=e55dd23e33bbccdd748bca4dfd7d77c9,"Supply chain management enhanced by the Internet of Things (IoT) solutions integrate special tags (e.g., RFID, NFC, and QR-codes) with products to create Smart Tags, in addition to storing supplemental information about a product, which is also used to track products during their lifecycle. However, a product consumer has to implicitly trust the Smart Tag creator and other stakeholders within the supply chain that they are providing authentic data within a product's tag. The DL-Tags solution steps into this environment to offer a decentralized, privacy-preserving, and verifiable management of Smart Tags during a product's lifecycle. The solution is based on distributed ledger technology (DLT) and uses the Ethereum blockchain to mediate interactions between the stakeholders during a product's exchange process. By reaching a consensus on the product's description and state logged on the blockchain, all involved stakeholders and product consumers can verify the product's authenticity without revealing their identity. The paper describes the DL-Tags solution and includes a cost analysis of all implemented transactions on the Ethereum blockchain. The proposed solution provides evidence of the product's origin and its journey across the supply chain while preventing tag duplication and manipulation. It is among the first documented practical solutions using DLT and IoT for supply chain management, which is designed to be distributed ledger agnostic. © 2013 IEEE.",Blockchain; distributed ledger technology; supply chain management,Bencic:2019:1
Conference Proceedings,He X.; Alqahtani S.; Gamble R.; Papa M.,Securing over-the-air IoT firmware updates using blockchain,2019,ACM International Conference Proceeding Series,10.1145/3312614.3312649,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066811408&doi=10.1145%2f3312614.3312649&partnerID=40&md5=5282d0a60d40368d24ba1f95e98f39c1,"Over-the-air (OTA) firmware updates are very common in IoT (Internet of Things) devices with wireless capabilities. Although they are convenient, they may also be open to attack since physical access may not be needed. In addition, most frameworks use a centralized architecture to update a potentially large number of devices increasing the threat landscape. An alternative solution, that relies on a blockchain framework with smart contracts, is proposed in this paper to protect the integrity of the firmware update process. The proposed system is suitable for use in smart cities or scenarios with a large number of devices and service providers where nodes are authenticated, communications protected, and update conditions specified and enforced through smart contracts. A proof-of- concept system was implemented and tested using an open-source blockchain framework and a WiFi-capabable ESP8266-based board. The system was evaluated for scalability and response to denial of service (DoS) and man-in-the-middle (MitM) attacks. Preliminary experimental results show that the approach is feasible and a viable substitute for a centralized solution. © 2019 Association for Computing Machinery.",Blockchain; Firmware update; Internet of Things; Network security,He:2019:1
Article,Bai L.; Hu M.; Liu M.; Wang J.,BPIIoT: A Light-Weighted Blockchain-Based Platform for Industrial IoT,2019,IEEE Access,10.1109/ACCESS.2019.2914223,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065903157&doi=10.1109%2fACCESS.2019.2914223&partnerID=40&md5=de61a3e07bb44163bc8ed39409bb380b,"Blockchain is experiencing rapid development and has the full potential of revolutionizing the IoT platform in the industrial field. In this paper, a light-weighted Blockchain-based platform for IIoT is presented to address security, trust, and island connection problem in the process of IIoT ecosystem construction. BPIIoT is comprised of the on-chain network and the off-chain network. All transactions are processed in the on-chain network such as including digital signature based on access control and programmable permission. The off-chain network deals with the storage, complex data processing, and other problems that blockchain cannot solve. The smart contract is utilized as the service contract of consumers and manufacture resources, providing on-demand manufacturing service. Two smart application cases, manufacturing equipment data sharing and maintenance service sharing from smart manufacturing, are implemented to explain the smart contract for equipment maintenance service and status data sharing service throughout maintenance, repair, and operation service network by the BPIIoT. © 2013 IEEE.",Blockchain; IIoT; on-demand; smart contract; Smart manufacturing,Bai:2019:1
Article,Tsang Y.P.; Choy K.L.; Wu C.H.; Ho G.T.S.; Lam H.Y.,Blockchain-Driven IoT for Food Traceability with an Integrated Consensus Mechanism,2019,IEEE Access,10.1109/ACCESS.2019.2940227,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075933670&doi=10.1109%2fACCESS.2019.2940227&partnerID=40&md5=e550b313e3461db7ba92b074532d547b,"Food traceability has been one of the emerging blockchain applications in recent years, for improving the areas of anti-counterfeiting and quality assurance. Existing food traceability systems do not guarantee a high level of system reliability, scalability, and information accuracy. Moreover, the traceability process is time-consuming and complicated in modern supply chain networks. To alleviate these concerns, blockchain technology is promising to create a new ontology for supply chain traceability. However, most consensus mechanisms and data flow in blockchain are developed for cryptocurrency, not for supply chain traceability; hence, simply applying blockchain technology to food traceability is impractical. In this paper, a blockchain-IoT-based food traceability system (BIFTS) is proposed to integrate the novel deployment of blockchain, IoT technology, and fuzzy logic into a total traceability shelf life management system for managing perishable food. To address the needs for food traceability, lightweight and vaporized characteristics are deployed in the blockchain, while an integrated consensus mechanism that considers shipment transit time, stakeholder assessment, and shipment volume is developed. The data flow of blockchain is then aligned to the deployment of IoT technologies according to the level of traceable resource units. Subsequently, the decision support can be established in the food supply chain by using reliable and accurate data for shelf life adjustment, and by using fuzzy logic for quality decay evaluation. © 2013 IEEE.",blockchain; consensus mechanism; Food traceability; Internet of Things; shelf life management,Tsang:2019:1
Conference Proceedings,Rana T.; Shankar A.; Sultan M.K.; Patan R.; Balusamy B.,An intelligent approach for UAV and drone privacy security using blockchain methodology,2019,"Proceedings of the 9th International Conference On Cloud Computing, Data Science and Engineering, Confluence 2019",10.1109/CONFLUENCE.2019.8776613,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070606620&doi=10.1109%2fCONFLUENCE.2019.8776613&partnerID=40&md5=f38c9c3a3099ef9af557e654fdaf98b4,"In today's era drones and UAV are being used more and more for spying and warfare. Their excessive use makes them vulnerable to be hacked and used for malicious purposes. There are also security loopholes in this technology like the radio waves which can be exploited by the rivals and can cause a large amount of destruction or loss of data. This paper is written to improve the security of UAV and drones by using blockchain technology. Blockchain is a highly secured technology as it uses private key cryptography and peer to peer network. By incorporating this technology in transmitting signals from controller to drone or UAV, we can achieve an extra amount of security in transmitting of signals also it increases the connectivity. © 2019 IEEE.",Aircraft.; Blockchain; Digital Signature; Drone; Hashing; IOT; Security; UAV,Rana:2019:1
