"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Spatial Blockchain-based Secure Mass Screening Framework for Children with Dyslexia","M. A. Rahman; M. S. Hossain; E. Hassanain; M. Rashid; S. Barnes","Department of Forensic Computing and Cyber Security, Faculty Computing and Cyber Sciences, University of Prince Mugrin, Madinah, KSA.; Department of Software Engineering, College of Computer and Information Sciences, King Saud University, Riyadh 11543, Saudi Arabia.; Department of Forensic Computing and Cyber Security, Faculty Computing and Cyber Sciences, University of Prince Mugrin, Madinah, KSA.; Consumer and Organizational Digital Analytics (CODA) Research Centre, King’s Business School, King’s College London, UK.; Consumer and Organizational Digital Analytics (CODA) Research Centre, King’s Business School, King’s College London, UK.","IEEE Access","","2018","PP","99","1","1","","","","10.1109/ACCESS.2018.2875242","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8488459","blockchain;dyslexia;auto-grading;mass screening;mobile multimedia health","Big Data;Writing;Stakeholders;Testing;Multimedia systems","","","","","","","","","","","","IEEE","IEEE Early Access Articles"
"Efficient and Privacy-preserving Carpooling using Blockchain-assisted Vehicular Fog Computing","M. Li; L. Zhu; X. Lin","School of Computer Science and Technology at Beijing Institute of Technology.; School of Computer Science and Technology at Beijing Institute of Technology.; Department of Physics and Computer Science at Wilfrid Laurier University.","IEEE Internet of Things Journal","","2018","PP","99","1","1","","","","10.1109/JIOT.2018.2868076","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8452961","Carpooling;Fog Computing;Blockchain;User Matching;Security and Privacy.","Vehicles;Servers;Cloud computing;Cryptography;Edge computing;Privacy","","","","","","","","","","","","IEEE","IEEE Early Access Articles"
"Law as a service (LaaS): Enabling legal protection over a blockchain network","M. U. Wasim; A. A. Z. A. Ibrahim; P. Bouvry; T. Limba","Computer Science &amp; Communications Research Unit, University of Luxembourg, Luxembourg; Computer Science &amp; Communications Research Unit, University of Luxembourg, Luxembourg; Computer Science &amp; Communications Research Unit, University of Luxembourg, Luxembourg; Digital and Creative Industries LAB, Mykolas Romeris University, Lithuania","2017 14th International Conference on Smart Cities: Improving Quality of Life Using ICT & IoT (HONET-ICT)","","2017","","","110","114","","","","10.1109/HONET.2017.8102214","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8102214","blockchain;smart contract;contract law;breach of contract;court injunction;unsupervised machine learning;factor analysis;stochastic modeling;structural equation modeling","","cloud computing;contract law;contracts;data protection;parallel processing;probability;stochastic processes","smart contract;court injunction;PFM;high performance computing cluster;blockchain network;legal protection;service level agreements;law as a service;LaaS;online contracts breaches;SLA;probability based factor model;factor analysis;stochastic modeling;HPC","","","","","","","","","","IEEE","IEEE Conferences"
"A Blockchain Based Privacy-Preserving Incentive Mechanism in Crowdsensing Applications","J. Wang; M. Li; Y. He; H. Li; K. Xiao; C. Wang","Department of Computer Science, North China University of Technology, Beijing, China; Department of Computer Science, North China University of Technology, Beijing, China; Department of Computer Science, North China University of Technology, Beijing, China; Beijing Key Laboratory IOT Information Security Technology, Chinese Academy of Sciences, Beijing, China; Department of Computer Science, North China University of Technology, Beijing, China; Department of Computer Science, North China University of Technology, Beijing, China","IEEE Access","","2018","6","","17545","17556","","","","10.1109/ACCESS.2018.2805837","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8306424","Blockchain;crowdsensing;incentive mechanism;node cooperation;privacy-preserving;signcryption","Sensors;Servers;Task analysis;Data privacy;Privacy","cryptography;data protection;mobile computing;sensor fusion;smart phones","cryptocurrency;transaction blocks;incentive mechanisms;blockchain based privacy-preserving incentive mechanism;k-anonymity privacy protection;sensing data assessment criteria;secure incentive way;crowdsensing applications;privacy-preserving blockchain incentive mechanism;large-scale sensing data;pervasive smartphone users","","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Analysing the transformational Effect of Emerging Technologies on Smart Cities: Blockchain and IoT","","","2018 3rd International Conference on Smart and Sustainable Technologies (SpliTech)","","2018","","","1","10","","","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8448357","Smart city;emerging technologies;transformation;IoT;Blockchain;socio-technical perspective","Smart cities","","","","","","","","","","","","IEEE","IEEE Conferences"
"Cloud Message Queueing and Notification: Challenges and Opportunities","C. Esposito; F. Palmieri; K. R. Choo","University of Napoli Federico II; University of Salerno; University of Texas at San Antonio","IEEE Cloud Computing","","2018","5","2","11","16","","","","10.1109/MCC.2018.022171662","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8354709","Cloud Computing;blockchain;security;privacy;queueing","Cloud computing;Privacy;Smart phones;Servers;Internet of Things","cloud computing;data integrity;data privacy;mobile computing;queueing theory","cloud service providers;mobile system manufacturing companies;mobile applications;blockchain technology;large-scale network-centric software projects;event notification facilities;back-end services;notification infrastructure;Cloud Message Queueing;Cloud Message Notification;mobile app development;data privacy;data integrity","","","","","","","","","","IEEE","IEEE Journals & Magazines"
"DistBlockNet: A Distributed Blockchains-Based Secure SDN Architecture for IoT Networks","P. K. Sharma; S. Singh; Y. Jeong; J. H. Park","NA; NA; NA; NA","IEEE Communications Magazine","","2017","55","9","78","85","","","","10.1109/MCOM.2017.1700041","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8030491","","Smart devices;Computer architecture;Scalability;Metadata;Performance evaluation;Software defined networking;Network architecture","Internet;Internet of Things;peer-to-peer computing;software defined networking","DistBlockNet;distributed blockchains;IoT networks;smart devices;Internet;distributed secure SDN architecture;blockchains technology;distributed peer-to-peer network;flow rule table;IoT forwarding devices","","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Secure and Energy-Efficient Handover in Fog Networks Using Blockchain-Based DMM","V. Sharma; I. You; F. Palmieri; D. N. K. Jayakody; J. Li","NA; NA; NA; NA; NA","IEEE Communications Magazine","","2018","56","5","22","31","","","","10.1109/MCOM.2018.1700863","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8360846","","Handover;Energy efficiency;Servers;Authentication;Cloud computing;Edge computing;5G mobile communication;Energy consumption;Mobile nodes;Network architecture","5G mobile communication;Internet of Things;mobility management (mobile radio);telecommunication security","flat architectures;DMM schema;blockchain;network layout;fog networks;DMM modern fog network architectures;IoT applications;5G communications technologies;mobile nodes;frequent handovers;handover security;obvious security","","","","","","","","","","IEEE","IEEE Journals & Magazines"
"IoT based Security Model to Enhance Blockchain Technology","S. Awasthi; P. Johri; S. K. Khatri","Amity University, Noida, Uttar Pradesh, India; Galgotias University, Greater Noida, India; Amity University, Noida, Uttar Pradesh, India","2018 International Conference on Advances in Computing and Communication Engineering (ICACCE)","","2018","","","133","137","","","","10.1109/ICACCE.2018.8441720","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8441720","Blockchain;private key;Unique Id;block nodes;Validator;Bitcoin;Ethereum","Tools;Software;Testing;Organizations;Automation;Production;Pipelines","","","","","","","","","","","","IEEE","IEEE Conferences"
"BlockSee: Blockchain for IoT Video Surveillance in Smart Cities","P. Gallo; S. Pongnumkul; U. Quoc Nguyen","University of Palermo / CNIT, Italy; NECTEC, Thailand; PTIT, Vietnam","2018 IEEE International Conference on Environment and Electrical Engineering and 2018 IEEE Industrial and Commercial Power Systems Europe (EEEIC / I&CPS Europe)","","2018","","","1","6","","","","10.1109/EEEIC.2018.8493895","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8493895","","Cameras;Bitcoin;Privacy;Contracts;Video surveillance;Urban areas","","","","","","","","","","","","IEEE","IEEE Conferences"
"Cyber-Physical-Social Systems: The State of the Art and Perspectives","J. J. Zhang; F. Wang; X. Wang; G. Xiong; F. Zhu; Y. Lv; J. Hou; S. Han; Y. Yuan; Q. Lu; Y. Lee","Key Laboratory for Management and Control of Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China; Key Laboratory for Management and Control of Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China; Key Laboratory for Management and Control of Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China; Beijing Engineering Research Center of Intelligent Systems and Technology, Institute of Automation, Chinese Academy of Sciences, Beijing, China; Key Laboratory for Management and Control of Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China; Key Laboratory for Management and Control of Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China; Parallel Energy Intelligence Innovation Center, Qingdao Academy of Intelligent Industries, Qingdao, China; Key Laboratory for Management and Control of Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China; Key Laboratory for Management and Control of Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China; School of Electrical Engineering, Wuhan University, Wuhan, China; Department of Electrical and Computer Engineering, Ritchie School of Engineering and Computer Science, University of Denver, Denver, CO, USA","IEEE Transactions on Computational Social Systems","","2018","5","3","829","840","","","","10.1109/TCSS.2018.2861224","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8464032","Artificial societies;Computational experiments;Parallel execution (ACP);blockchain;cyber-physical-social system (CPSS);Internet of Minds (IoM);parallel systems;social computing","Transportation;Automation;Social computing;Social network services;Complex systems;Big Data","cyber-physical systems;Internet of Things;social sciences computing","cyber-physical-social systems;CPSS;parallel society;artificial societies;parallel execution approach;computational experiments;ACP approach;knowledge automation;Internet of things;Internet of minds;cutting-edge applications;blockchainized IoM technology","","","","","","","","","","IEEE","IEEE Journals & Magazines"
"BIDaaS: Blockchain Based ID As a Service","J. Lee","Department of Software, Sangmyung University, Cheonan, South Korea","IEEE Access","","2018","6","","2274","2278","","","","10.1109/ACCESS.2017.2782733","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8187625","Blockchain;IDaaS;identity;authentication","Mobile communication;Authentication;Public key;Peer-to-peer computing;Companies;Bitcoin","authorisation;cloud computing;cryptography;data privacy;mobile computing","BIDaaS;functional technology;existing technologies;utilizing blockchain technology;digital identity management;authentication management infrastructure;blockchain based ID As a Service;mobile users;mobile telecommunication company","","","","","","","","","","IEEE","IEEE Journals & Magazines"
"A Survey of Blockchain: Techniques, Applications, and Challenges","W. Gao; W. G. Hatcher; W. Yu","NA; NA; NA","2018 27th International Conference on Computer Communication and Networks (ICCCN)","","2018","","","1","11","","","","10.1109/ICCCN.2018.8487348","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8487348","","Cryptography;Digital signatures;Internet of Things;Peer-to-peer computing;Big Data","","","","","","","","","","","","IEEE","IEEE Conferences"
"Revenue Growth is the Primary Benefit of the Cloud","B. Power; J. Weinman","MAXOS; XFORMA LLC.","IEEE Cloud Computing","","2018","5","4","89","94","","","","10.1109/MCC.2018.043221018","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8436080","cloud computing;saas;iaas;IoT","Cloud computing;Technological innovation;Companies;Acceleration;Tools;Economics","cloud computing;cost reduction;customer relationship management;microeconomics","big data;artificial intelligence;Internet of Things;blockchain;customer interactions;cloud computing;customer value;revenue growth;cost savings;customer relationships","","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Chained of Things: A Secure and Dependable Design of Autonomous Vehicle Services","M. G. M. Mehedi Hasan; A. Datta; M. Ashiqur Rahman; H. Shahriar","NA; NA; NA; NA","2018 IEEE 42nd Annual Computer Software and Applications Conference (COMPSAC)","","2018","02","","498","503","","","","10.1109/COMPSAC.2018.10283","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8377911","Ride sharing, Autonomous Vehicle, Security, Blockchain.","Conferences;Software","Internet of Things;protocols;security of data;vehicles","car manufacturers;AVs;high-tech sensors;innovative algorithms;laser light;drive-by-wire control systems;computer vision;user requests;sufficient capability;trusted third party;blockchain-based secure ride-sharing service;autonomous vehicle services;responding AV-IoT device;dependable design;GPS;odometer;chained of things framework","","","","","","","","","","IEEE","IEEE Conferences"
"Design and implementation of an automated and decentralized pollution monitoring system with blockchains, smart contracts, and LoRaWAN","S. R. Niya; S. S. Jha; T. Bocek; B. Stiller","Communication Systems Group CSG@IfI, University of Zurich, Binzmuhlestrasse 14, CH-8050 Zurich, Switzerland; Communication Systems Group CSG@IfI, University of Zurich, Binzmuhlestrasse 14, CH-8050 Zurich, Switzerland; Communication Systems Group CSG@IfI, University of Zurich, Binzmuhlestrasse 14, CH-8050 Zurich, Switzerland; Communication Systems Group CSG@IfI, University of Zurich, Binzmuhlestrasse 14, CH-8050 Zurich, Switzerland","NOMS 2018 - 2018 IEEE/IFIP Network Operations and Management Symposium","","2018","","","1","4","","","","10.1109/NOMS.2018.8406329","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8406329","","Sensors;Pollution;Monitoring;Protocols;Logic gates;Batteries;Power demand","air pollution;data integrity;environmental science computing;Internet of Things;power consumption","air quality;urban areas;human interaction;IoT protocols;Ethereum Blockchain;IoT sensors;data integrity;automated pollution monitoring system;decentralized pollution monitoring system;distributed system;power consumption;trusted third party;LoRaWAN;transmission challenges;data retrieval;TTP;manual operations;potential hydrogen;turbidity;carbon monoxide;carbon dioxide","","","","","","","","","","IEEE","IEEE Conferences"
"Blockchain for government services — Use cases, security benefits and challenges","A. Alketbi; Q. Nasir; M. A. Talib","Industrial Engineering and Engineering Management, University of Sharjah, Sharjah, UAE; Electrical and Computer Engineering Department, University of Sharjah, Sharjah, UAE; Computer Science and Software Engineering, University of Sharjah, Sharjah, UAE","2018 15th Learning and Technology Conference (L&T)","","2018","","","112","119","","","","10.1109/LT.2018.8368494","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8368494","blockchain;information security;threats;risks","Government;Bitcoin;Digital signatures","data integrity;government data processing;public administration;security of data","security benefits;smart services transformation;cost optimization;Blockchain technology;Dubai Government;revolutionary technology;security challenges;smart government services;secure data sharing;data integrity","","","","","","","","","","IEEE","IEEE Conferences"
"Social Welfare Maximization Auction in Edge Computing Resource Allocation for Mobile Blockchain","Y. Jiao; P. Wang; D. Niyato; Z. Xiong","NA; NA; NA; NA","2018 IEEE International Conference on Communications (ICC)","","2018","","","1","6","","","","10.1109/ICC.2018.8422632","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8422632","","Edge computing;Resource management;Computational modeling;Cost accounting;Protocols","cryptography;mobile computing;optimisation;resource allocation;telecommunication security","social welfare maximization auction;edge computing resource allocation;mobile blockchain;smart grid;Internet-of-Things;energy consumption;auction-based edge;resource allocation mechanism;edge computing service provider;social welfare maximization problem;decentralized security system","","","","","","","","","","IEEE","IEEE Conferences"
"Blockchain-based payment collection supervision system using pervasive Bitcoin digital wallet","P. Chen; B. Jiang; C. Wang","School of Software and Microelectronics, Peking University, 24th Jinyuan Road, Daxing Industrial District, Beijing, 102600, China; Department of Computer Science and Information Engineering, Ming Chuan University, No. 5 De Ming Rd., Gui Shan District, Taoyuan City 333, Taiwan; Department of Computer Science and Information Engineering, Ming Chuan University, No. 5 De Ming Rd., Gui Shan District, Taoyuan City 333, Taiwan","2017 IEEE 13th International Conference on Wireless and Mobile Computing, Networking and Communications (WiMob)","","2017","","","139","146","","","","10.1109/WiMOB.2017.8115844","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8115844","Bitcoin;pervasive digital wallet;blockchain;cloud database;NFC;Android App","Bitcoin;Credit cards;IEEE merchandise;Organizations;Androids","electronic money;financial data processing;financial management;Internet","digital currency;currency exchange;pervasive digital wallet design;FinTech organizations;digitizing currency;physical currency;tax collection issue;digitized transaction details;merchandise store;digitized currency;Bitcoin collection supervision system;blockchain-based payment collection supervision system;Bitcoin digital wallet;Bitcoin industry chain","","","","","","","","","","IEEE","IEEE Conferences"
"Privacy-preserving coordination for smart communities","P. Kianmajd; J. Rowe; K. Levitt","University of California, Davis, United States; University of California, Davis, United States; University of California, Davis, United States","2016 IEEE Conference on Computer Communications Workshops (INFOCOM WKSHPS)","","2016","","","1045","1046","","","","10.1109/INFCOMW.2016.7562245","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7562245","","Protocols;Power demand;Cryptography;Microgrids;Home appliances;Internet of things;Schedules","cryptography;data privacy;distributed processing;storage management","privacy-preserving coordination;distributed systems;Bitcoin blockchain;cryptographic primitives;smart community power sharing protocol;distributed storage;privacy sensitive energy usage data;record append-only immutable chain;energy usage history","","","","","","","","","","IEEE","IEEE Conferences"
"State of the art and challenges facing consensus protocols on blockchain","N. Chalaemwongwan; W. Kurutach","Information Science and Technology, Mahanakorn University of Technology, Bangkok, Thailand; Information Science and Technology, Mahanakorn University of Technology, Bangkok, Thailand","2018 International Conference on Information Networking (ICOIN)","","2018","","","957","962","","","","10.1109/ICOIN.2018.8343266","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8343266","blockchain;consensus;distributed ledger;distributed consensus;consensus algorithms","Protocols;Peer-to-peer computing;Cryptocurrency;History;Data models","cryptography;electronic money;protocols","consensus protocol;blockchain;consensus algorithm","","","","","","","","","","IEEE","IEEE Conferences"
"Providing accountability and liability protection for UAV operations beyond visual line of sight","J. Yapp; R. Seker; R. Babiceanu","Embry-Riddle Aeronautical University, 600 S Clyde Morris Blvd, Daytona Beach FL, 32114; Embry-Riddle Aeronautical University, 600 S Clyde Morris Blvd, Daytona Beach FL, 32114; Embry-Riddle Aeronautical University, 600 S Clyde Morris Blvd, Daytona Beach FL, 32114","2018 IEEE Aerospace Conference","","2018","","","1","8","","","","10.1109/AERO.2018.8396532","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8396532","","Databases;Encryption;Unmanned aerial vehicles;Accidents;Telemetry;Time-frequency analysis","autonomous aerial vehicles;cloud computing;control engineering computing;Internet of Things;security of data","off-board recorders;tamper-proof mechanisms;cloud services;secure graph database scheme;flight data recordings;operator-UAV;UAV-UAV interactions;BVLOS operations;data generation simulation;liability protection;telecommunications infrastructure;Beyond Visual Line-of-Sight;Internet of Things;Unmanned Aerial Vehicle;Flight Data Recorders","","","","","","","","","","IEEE","IEEE Conferences"
"Blockchain and smart metering towards sustainable prosumers","G. C. Lazaroiu; M. Roscia","University POLITEHNICA of Bucharest, University MARITIMA of Constranta, Romania; Department of Engineering and Applied Sciences, University of Bergamo, Dalmine, BG, Italy","2018 International Symposium on Power Electronics, Electrical Drives, Automation and Motion (SPEEDAM)","","2018","","","550","555","","","","10.1109/SPEEDAM.2018.8445384","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8445384","Smart Grid;prosumer;smart metering;RES;EVs;smart devices;IoT;smart home;Blockchain;REScoin","Smart grids;Smart meters;Market research;Lighting;Home appliances;Meteorology","","","","","","","","","","","","IEEE","IEEE Conferences"
"Bitcoin’s Consistency Property","L. Tseng","NA","2017 IEEE 22nd Pacific Rim International Symposium on Dependable Computing (PRDC)","","2017","","","219","220","","","","10.1109/PRDC.2017.39","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7920619","Bitcoin;Strong Consistency;Eventual Consistency;Blockchain;Distributed System","Online banking;Protocols;Cryptography;Mechanical factors;Medical services;Distributed databases","cryptography;electronic commerce;transaction processing","Bitcoin consistency property;cryptocurrency;blockchain;distributed transaction ledger system;transaction log;ground truth","","","","","","","","","","IEEE","IEEE Conferences"
"Evaluating Blockchains for IoT","R. Han; V. Gramoli; X. Xu","NA; NA; NA","2018 9th IFIP International Conference on New Technologies, Mobility and Security (NTMS)","","2018","","","1","5","","","","10.1109/NTMS.2018.8328736","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8328736","Private blockchains;consortium blockchains;Internetof Things","Throughput;Testing;Protocols;Fabrics;Performance evaluation;Contracts","cryptographic protocols;fault tolerant computing;probability","classic Byzantine consensus problem;proof-of-work blockchains;connected devices;prominent blockchains;Blockchain consensus problem;probabilistic guarantees;blockchain evaluation;IoT","","","","","","","","","","IEEE","IEEE Conferences"
"Smart Contracts for the Internet of Things: Opportunities and Challenges","N. Fotiou; G. C. Polyzos","Department of Informatics, School of Information Sciences and Technology, Athens University of Economics and Business, Mobtle Multtrnedra Laboratory, Evelpidon 47A, Athens, 113 62, Greece; Department of Informatics, School of Information Sciences and Technology, Athens University of Economics and Business, Mobtle Multtrnedra Laboratory, Evelpidon 47A, Athens, 113 62, Greece","2018 European Conference on Networks and Communications (EuCNC)","","2018","","","256","260","","","","10.1109/EuCNC.2018.8443212","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8443212","","Contracts;Buildings;Stakeholders;Public key;Access control","","","","","","","","","","","","IEEE","IEEE Conferences"
"Building a Smart City Service Platform in Messina with the #SmartME Project","D. Bruneo; S. Chillari; S. Distefano; M. Giacobbe; A. Longo Minnolo; F. Longo; G. Merlino; D. Mulfari; A. Panarello; G. Patanè; A. Puliafito; C. Puliafito; M. Scarpa; N. Tapas; G. Visalli","NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA","2018 32nd International Conference on Advanced Information Networking and Applications Workshops (WAINA)","","2018","","","343","348","","","","10.1109/WAINA.2018.00109","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8418094","IoT;Cloud Computing;Smart City;#SmartME;Blockchain;OpenStack;Arduino;OpenData;Stack4Things","Smart cities;Ecosystems;Intelligent sensors;Currencies","Internet of Things;smart cities;town and country planning","smart services;Messina;#SmartME project;urban area;urban surveillance;smart city service platform;information and communication technologies;ICT;citizens QoL improvement;quality of life;energy management;Stack4Things framework","","","","","","","","","","IEEE","IEEE Conferences"
"Trustworthy configuration management for networked devices using distributed ledgers","H. Kinkelin; V. Hauner; H. Niedermayer; G. Carle","Technische Universität München, Department of Informatics, Chair of Network Architectures and Services, 85748 Garching b. München, Germany; Technische Universität München, Department of Informatics, Chair of Network Architectures and Services, 85748 Garching b. München, Germany; Technische Universität München, Department of Informatics, Chair of Network Architectures and Services, 85748 Garching b. München, Germany; Technische Universität München, Department of Informatics, Chair of Network Architectures and Services, 85748 Garching b. München, Germany","NOMS 2018 - 2018 IEEE/IFIP Network Operations and Management Symposium","","2018","","","1","5","","","","10.1109/NOMS.2018.8406324","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8406324","","Fabrics;Organizations;Proposals;Authorization","authorisation;configuration management;control engineering computing;fault tolerance;fault tolerant computing;Internet of Things;message authentication;security of data","trustworthy configuration management;networked devices;distributed ledgers;building automation;industrial sites;strong connection;physical world;security threats;data leaks;Byzantine fault tolerant configuration management system;CMS;configuration management process;multiparty authorization;critical configurations;individual malicious administrators;targeted devices;traceability;distributed execution environment;blockchain-based distributed ledger;IoT applications;process control;IT systems","","","","","","","","","","IEEE","IEEE Conferences"
"Hyperconnected Network: A Decentralized Trusted Computing and Networking Paradigm","H. Yin; D. Guo; K. Wang; Z. Jiang; Y. Lyu; J. Xing","NA; NA; NA; NA; NA; NA","IEEE Network","","2018","32","1","112","117","","","","10.1109/MNET.2018.1700172","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8270641","","Internet;Contracts;Technological innovation;Data centers;PD control;Artificial intelligence","computer network security;data privacy;data protection;Internet;Internet of Things;security of data;telecommunication network routing;trusted computing","hyperconnected network;complex CPS system;data sovereignty;HyperNet;decentralized trusted computing networking paradigm;information system;information infrastructure;Internet of Things;intelligent PDC;UDI platform;secure digital object management;identifier-driven routing mechanism;communication-based information system","","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Digitization of the economy of Ukraine: Strategic challenges and implementation technologies","N. Pantielieieva; S. Krynytsia; Y. Zhezherun; M. Rebryk; L. Potapenko","Banking University, Cherkasy Institute, Ukraine, Cherkasy, Chornovil str., 164; Banking University, Cherkasy Institute, Ukraine, Cherkasy, Chornovil str., 164; Banking University, Cherkasy Institute, Ukraine, Cherkasy, Chornovil str., 164; Banking University, Cherkasy Institute, Ukraine, Cherkasy, Chornovil str., 164; Banking University, Cherkasy Institute, Ukraine, Cherkasy, Chornovil str., 164","2018 IEEE 9th International Conference on Dependable Systems, Services and Technologies (DESSERT)","","2018","","","508","515","","","","10.1109/DESSERT.2018.8409186","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8409186","digital divide;digital gap;digital economy;digital transformations;Industry 4.0;BigData;Artificial intelligence;AI;Internet of Things;IoT;innovation;financial innovation;FinTech","Economics;Industries;Investment;Internet;Public finance;Technological innovation","economics;financial data processing;financial management;government policies;public finance","digitization;strategic challenges;national economy;public finance management problems;blockchain technology;economy sector;digital transformation;financial technologies;Ukraine economy;state policy;Industry 4.0 concept;European Union;FinTech innovations;financial services;financial intermediaries;FinTech development","","","","","","","","","","IEEE","IEEE Conferences"
"Stochastic Models and Wide-Area Network Measurements for Blockchain Design and Analysis","N. Papadis; S. Borst; A. Walid; M. Grissa; L. Tassiulas","Department of Electrical Engineering and Yale Institute for Network Science, Yale University, New Haven, CT, 06520, USA; Nokia Bell Labs, Murray Hill, NJ, 07974, USA; Nokia Bell Labs, Murray Hill, NJ, 07974, USA; Nokia Bell Labs, Murray Hill, NJ, 07974, USA; Department of Electrical Engineering and Yale Institute for Network Science, Yale University, New Haven, CT, 06520, USA","IEEE INFOCOM 2018 - IEEE Conference on Computer Communications","","2018","","","2546","2554","","","","10.1109/INFOCOM.2018.8485982","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8485982","","Delays;Peer-to-peer computing;Analytical models;Stochastic processes;Bitcoin","","","","","","","","","","","","IEEE","IEEE Conferences"
"Strengthening the Blockchain-Based Internet of Value with Trust","N. B. Truong; T. Um; B. Zhou; G. M. Lee","NA; NA; NA; NA","2018 IEEE International Conference on Communications (ICC)","","2018","","","1","7","","","","10.1109/ICC.2018.8423014","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8423014","","Contracts;Internet;Bitcoin;Peer-to-peer computing;Mathematical model","Internet;security of data;trusted computing","secure mechanism;Internet usage;intellectual properties;digital properties;trust-based IoV model;trust platform;IoV environment;blockchain-based Internet of Value;cryptocurrency;mathematical models","","","","","","","","","","IEEE","IEEE Conferences"
"Multi-agent Based Simulations of Block-Free Distributed Ledgers","M. Bottone; F. Raimondi; G. Primiero","NA; NA; NA","2018 32nd International Conference on Advanced Information Networking and Applications Workshops (WAINA)","","2018","","","585","590","","","","10.1109/WAINA.2018.00149","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8418134","transactions;blockchain;DAG;tangle;simulations","Bitcoin;Delays;Wireless sensor networks;Mathematical model","cryptography;directed graphs;electronic money;financial data processing;Internet of Things;multi-agent systems","multiagent based simulations;block-free distributed ledgers;transaction fees;resource-limited devices;confirmation times;transaction costs;directed acyclic graph;simulation environment;sensor networks;cyber-physical systems;computational resources;block-less fee-less paradigm","","","","","","","","","","IEEE","IEEE Conferences"
